invoice_no,actual_anomaly,anomaly_type
INV016001,1,Unusual Supplier Activity
INV006894,1,Unusual Supplier Activity
INV011692,1,Unusual Supplier Activity
INV016393,1,Unusual Supplier Activity
INV006090,1,Unusual Supplier Activity
INV011214,1,Unusual Supplier Activity
INV010280,1,Unusual Supplier Activity
INV018402,1,Unusual Supplier Activity
INV010172,1,Unusual Supplier Activity
INV011548,1,Unusual Supplier Activity
INV005214,1,Unusual Supplier Activity
INV018299,1,Unusual Supplier Activity
INV013513,1,Unusual Supplier Activity
INV016567,1,Unusual Supplier Activity
INV010781,1,Unusual Supplier Activity
INV006646,1,Unusual Supplier Activity
INV002482,1,Unusual Supplier Activity
INV017428,1,Unusual Supplier Activity
INV009452,1,Unusual Supplier Activity
INV014084,1,Unusual Supplier Activity
INV001812,1,Unusual Supplier Activity
INV010937,1,Unusual Supplier Activity
INV005790,1,Unusual Supplier Activity
INV009132,1,Unusual Supplier Activity
INV000961,1,Unusual Supplier Activity
INV011488,1,Unusual Supplier Activity
INV010853,1,Unusual Supplier Activity
INV011888,1,Unusual Supplier Activity
INV019302,1,Unusual Supplier Activity
INV004958,1,Unusual Supplier Activity
INV011095,1,Unusual Supplier Activity
INV002187,1,Unusual Supplier Activity
INV010913,1,Unusual Buyer Activity
INV005319,1,Unusual Buyer Activity
INV002996,1,Unusual Buyer Activity
INV017487,1,Unusual Buyer Activity
INV002424,1,Unusual Buyer Activity
INV013110,1,Unusual Buyer Activity
INV006057,1,Unusual Buyer Activity
INV019392,1,Unusual Buyer Activity
INV012689,1,Unusual Buyer Activity
INV010116,1,Unusual Buyer Activity
INV001533,1,Unusual Buyer Activity
INV001989,1,Unusual Buyer Activity
INV008826,1,Unusual Buyer Activity
INV011198,1,Unusual Buyer Activity
INV009570,1,Unusual Buyer Activity
INV006844,1,Unusual Buyer Activity
INV019052,1,Unusual Buyer Activity
INV012037,1,Unusual Buyer Activity
INV017894,1,Unusual Buyer Activity
INV010977,1,Unusual Buyer Activity
INV014617,1,Unusual Buyer Activity
INV000819,1,Unusual Buyer Activity
INV013290,1,Unusual Buyer Activity
INV019959,1,Unusual Buyer Activity
INV000787,1,Unusual Buyer Activity
INV002772,1,Unusual Buyer Activity
INV017614,1,Unusual Buyer Activity
INV014893,1,Unusual Buyer Activity
INV013960,1,Unusual Buyer Activity
INV002052,1,Unusual Buyer Activity
INV007588,1,Unusual Buyer Activity
INV001073,1,Unusual Buyer Activity
INV002442,1,Unusual Buyer Activity
INV002853,1,Unusual Buyer Activity
INV014433,1,Unusual Buyer Activity
INV003100,1,Unusual Buyer Activity
INV016677,1,Unusual Buyer Activity
INV019360,1,Unusual Buyer Activity
INV009572,1,Unusual Buyer Activity
INV008948,1,Unusual Buyer Activity
INV013238,1,Unusual Buyer Activity
INV007236,1,Unusual Buyer Activity
INV007261,1,Unusual Buyer Activity
INV003089,1,Unusual Buyer Activity
INV018024,1,Unusual Buyer Activity
INV013296,1,Unusual Buyer Activity
INV017904,1,Unusual Buyer Activity
INV008941,1,Unusual Buyer Activity
INV002206,1,Unusual Buyer Activity
INV018929,1,Unusual Buyer Activity
INV015443,1,Unusual Buyer Activity
INV012491,1,Unusual Buyer Activity
INV015461,1,Unusual Buyer Activity
INV009861,1,Unusual Buyer Activity
INV011935,1,Unusual Buyer Activity
INV015816,1,Unusual Buyer Activity
INV016860,1,Unusual Buyer Activity
INV019150,1,Unusual Buyer Activity
INV014969,1,Unusual Buyer Activity
INV002015,1,Unusual Buyer Activity
INV010867,1,Unusual Buyer Activity
INV000860,1,Unusual Buyer Activity
INV002446,1,Unusual Buyer Activity
INV003402,1,Unusual Buyer Activity
INV001039,1,Unusual Buyer Activity
INV018920,1,Unusual Buyer Activity
INV016338,1,Unusual Buyer Activity
INV009240,1,Unusual Buyer Activity
INV006799,1,Unusual Buyer Activity
INV009733,1,Unusual Buyer Activity
INV001694,1,Unusual Buyer Activity
INV008135,1,Unusual Buyer Activity
INV014780,1,Unusual Buyer Activity
INV013295,1,Unusual Buyer Activity
INV000477,1,Unusual Buyer Activity
INV014941,1,Unusual Buyer Activity
INV014718,1,Unusual Buyer Activity
INV012835,1,Unusual Buyer Activity
INV002812,1,Unusual Buyer Activity
INV002973,1,Unusual Buyer Activity
INV012454,1,Unusual Buyer Activity
INV004843,1,Unusual Buyer Activity
INV008042,1,Unusual Buyer Activity
INV000002,1,Unusual Buyer Activity
INV013816,1,Unusual Buyer Activity
INV011687,1,Unusual Buyer Activity
INV019692,1,Unusual Buyer Activity
INV012188,1,Unusual Buyer Activity
INV016129,1,Unusual Buyer Activity
INV002568,1,Unusual Buyer Activity
INV011542,1,Unusual Buyer Activity
INV000172,1,Future Invoice Date
INV012699,1,Future Invoice Date
INV004908,1,Future Invoice Date
INV004049,1,Future Invoice Date
INV003382,1,Future Invoice Date
INV001934,1,Future Invoice Date
INV015809,1,Future Invoice Date
INV002427,1,Future Invoice Date
INV004781,1,Future Invoice Date
INV015771,1,Future Invoice Date
INV012870,1,Future Invoice Date
INV010643,1,Future Invoice Date
INV007265,1,Future Invoice Date
INV010795,1,Future Invoice Date
INV010012,1,Future Invoice Date
INV002497,1,Future Invoice Date
INV009336,1,Future Invoice Date
INV015439,1,Future Invoice Date
INV003343,1,Future Invoice Date
INV018213,1,Future Invoice Date
INV006269,1,Future Invoice Date
INV011294,1,Future Invoice Date
INV012413,1,Future Invoice Date
INV005219,1,Future Invoice Date
INV000812,1,Future Invoice Date
INV012405,1,Future Invoice Date
INV012276,1,Future Invoice Date
INV010581,1,Future Invoice Date
INV015194,1,Future Invoice Date
INV010306,1,Future Invoice Date
INV016565,1,Future Invoice Date
INV010991,1,Future Invoice Date
INV017335,1,Future Invoice Date
INV001978,1,Future Invoice Date
INV011665,1,Future Invoice Date
INV008108,1,Future Invoice Date
INV000773,1,Future Invoice Date
INV012588,1,Future Invoice Date
INV004441,1,Future Invoice Date
INV008507,1,Future Invoice Date
INV007304,1,Future Invoice Date
INV012399,1,Future Invoice Date
INV008732,1,Future Invoice Date
INV008595,1,Future Invoice Date
INV007816,1,Future Invoice Date
INV002796,1,Future Invoice Date
INV011848,1,Future Invoice Date
INV013871,1,Future Invoice Date
INV008351,1,Future Invoice Date
INV015070,1,Future Invoice Date
INV004451,1,Future Invoice Date
INV015096,1,Future Invoice Date
INV017426,1,Future Invoice Date
INV018080,1,Future Invoice Date
INV018196,1,Future Invoice Date
INV011704,1,Future Invoice Date
INV003669,1,Future Invoice Date
INV012114,1,Future Invoice Date
INV003425,1,Future Invoice Date
INV007293,1,Future Invoice Date
INV017702,1,Future Invoice Date
INV007812,1,Future Invoice Date
INV007698,1,Future Invoice Date
INV010481,1,Future Invoice Date
INV003746,1,Future Invoice Date
INV005363,1,Future Invoice Date
INV019280,1,Future Invoice Date
INV015847,1,Future Invoice Date
INV019529,1,Future Invoice Date
INV001352,1,Future Invoice Date
INV000498,1,Future Invoice Date
INV012595,1,Future Invoice Date
INV010734,1,Future Invoice Date
INV007401,1,Future Invoice Date
INV008666,1,Future Invoice Date
INV019816,1,Future Invoice Date
INV018418,1,Future Invoice Date
INV000265,1,Future Invoice Date
INV015591,1,Future Invoice Date
INV017388,1,Future Invoice Date
INV015642,1,Future Invoice Date
INV019229,1,Future Invoice Date
INV009908,1,Future Invoice Date
INV007510,1,Future Invoice Date
INV007587,1,Future Invoice Date
INV010241,1,Future Invoice Date
INV010546,1,Future Invoice Date
INV011739,1,Future Invoice Date
INV009390,1,Future Invoice Date
INV016203,1,Future Invoice Date
INV000001,0,Normal
INV000003,0,Normal
INV000004,0,Normal
INV000005,0,Normal
INV000006,0,Normal
INV000007,0,Normal
INV000008,0,Normal
INV000009,0,Normal
INV000010,0,Normal
INV000011,0,Normal
INV000012,0,Normal
INV000013,0,Normal
INV000014,0,Normal
INV000016,0,Normal
INV000017,0,Normal
INV000018,0,Normal
INV000019,0,Normal
INV000020,0,Normal
INV000021,0,Normal
INV000022,0,Normal
INV000023,0,Normal
INV000024,0,Normal
INV000025,0,Normal
INV000026,0,Normal
INV000027,0,Normal
INV000028,0,Normal
INV000029,0,Normal
INV000030,0,Normal
INV000031,0,Normal
INV000033,0,Normal
INV000034,0,Normal
INV000035,0,Normal
INV000036,0,Normal
INV000037,0,Normal
INV000038,0,Normal
INV000039,0,Normal
INV000040,0,Normal
INV000041,0,Normal
INV000042,0,Normal
INV000043,0,Normal
INV000044,0,Normal
INV000045,0,Normal
INV000046,0,Normal
INV000047,0,Normal
INV000048,0,Normal
INV000049,0,Normal
INV000050,0,Normal
INV000051,0,Normal
INV000052,0,Normal
INV000053,0,Normal
INV000054,0,Normal
INV000055,0,Normal
INV000056,0,Normal
INV000057,0,Normal
INV000058,0,Normal
INV000060,0,Normal
INV000061,0,Normal
INV000062,0,Normal
INV000063,0,Normal
INV000064,0,Normal
INV000065,0,Normal
INV000066,0,Normal
INV000067,0,Normal
INV000068,0,Normal
INV000069,0,Normal
INV000070,0,Normal
INV000071,0,Normal
INV000072,0,Normal
INV000073,0,Normal
INV000074,0,Normal
INV000075,0,Normal
INV000076,0,Normal
INV000077,0,Normal
INV000078,0,Normal
INV000079,0,Normal
INV000080,0,Normal
INV000081,0,Normal
INV000082,0,Normal
INV000083,0,Normal
INV000084,0,Normal
INV000085,0,Normal
INV000086,0,Normal
INV000087,0,Normal
INV000088,0,Normal
INV000090,0,Normal
INV000091,0,Normal
INV000092,0,Normal
INV000093,0,Normal
INV000094,0,Normal
INV000095,0,Normal
INV000096,0,Normal
INV000097,0,Normal
INV000098,0,Normal
INV000099,0,Normal
INV000100,0,Normal
INV000101,0,Normal
INV000102,0,Normal
INV000103,0,Normal
INV000104,0,Normal
INV000105,0,Normal
INV000106,0,Normal
INV000107,0,Normal
INV000108,0,Normal
INV000109,0,Normal
INV000110,0,Normal
INV000111,0,Normal
INV000112,0,Normal
INV000113,0,Normal
INV000114,0,Normal
INV000115,0,Normal
INV000116,0,Normal
INV000117,0,Normal
INV000118,0,Normal
INV000119,0,Normal
INV000120,0,Normal
INV000121,0,Normal
INV000122,0,Normal
INV000123,0,Normal
INV000124,0,Normal
INV000125,0,Normal
INV000126,0,Normal
INV000127,0,Normal
INV000128,0,Normal
INV000129,0,Normal
INV000130,0,Normal
INV000131,0,Normal
INV000132,0,Normal
INV000133,0,Normal
INV000134,0,Normal
INV000135,0,Normal
INV000136,0,Normal
INV000137,0,Normal
INV000138,0,Normal
INV000139,0,Normal
INV000140,0,Normal
INV000141,0,Normal
INV000142,0,Normal
INV000143,0,Normal
INV000144,0,Normal
INV000145,0,Normal
INV000146,0,Normal
INV000147,0,Normal
INV000149,0,Normal
INV000151,0,Normal
INV000152,0,Normal
INV000153,0,Normal
INV000154,0,Normal
INV000155,0,Normal
INV000157,0,Normal
INV000158,0,Normal
INV000159,0,Normal
INV000160,0,Normal
INV000161,0,Normal
INV000162,0,Normal
INV000163,0,Normal
INV000164,0,Normal
INV000165,0,Normal
INV000166,0,Normal
INV000167,0,Normal
INV000168,0,Normal
INV000169,0,Normal
INV000170,0,Normal
INV000171,0,Normal
INV000173,0,Normal
INV000174,0,Normal
INV000176,0,Normal
INV000177,0,Normal
INV000178,0,Normal
INV000179,0,Normal
INV000180,0,Normal
INV000182,0,Normal
INV000183,0,Normal
INV000184,0,Normal
INV000185,0,Normal
INV000186,0,Normal
INV000188,0,Normal
INV000189,0,Normal
INV000190,0,Normal
INV000191,0,Normal
INV000192,0,Normal
INV000193,0,Normal
INV000194,0,Normal
INV000195,0,Normal
INV000196,0,Normal
INV000197,0,Normal
INV000198,0,Normal
INV000199,0,Normal
INV000200,0,Normal
INV000201,0,Normal
INV000202,0,Normal
INV000203,0,Normal
INV000204,0,Normal
INV000205,0,Normal
INV000206,0,Normal
INV000207,0,Normal
INV000208,0,Normal
INV000209,0,Normal
INV000210,0,Normal
INV000211,0,Normal
INV000212,0,Normal
INV000213,0,Normal
INV000214,0,Normal
INV000215,0,Normal
INV000216,0,Normal
INV000217,0,Normal
INV000219,0,Normal
INV000220,0,Normal
INV000221,0,Normal
INV000222,0,Normal
INV000223,0,Normal
INV000224,0,Normal
INV000225,0,Normal
INV000226,0,Normal
INV000227,0,Normal
INV000228,0,Normal
INV000229,0,Normal
INV000230,0,Normal
INV000232,0,Normal
INV000233,0,Normal
INV000234,0,Normal
INV000236,0,Normal
INV000237,0,Normal
INV000238,0,Normal
INV000239,0,Normal
INV000240,0,Normal
INV000241,0,Normal
INV000242,0,Normal
INV000244,0,Normal
INV000245,0,Normal
INV000246,0,Normal
INV000247,0,Normal
INV000248,0,Normal
INV000249,0,Normal
INV000250,0,Normal
INV000251,0,Normal
INV000252,0,Normal
INV000253,0,Normal
INV000254,0,Normal
INV000255,0,Normal
INV000256,0,Normal
INV000257,0,Normal
INV000258,0,Normal
INV000259,0,Normal
INV000260,0,Normal
INV000261,0,Normal
INV000262,0,Normal
INV000263,0,Normal
INV000264,0,Normal
INV000266,0,Normal
INV000267,0,Normal
INV000268,0,Normal
INV000269,0,Normal
INV000270,0,Normal
INV000271,0,Normal
INV000272,0,Normal
INV000273,0,Normal
INV000274,0,Normal
INV000275,0,Normal
INV000276,0,Normal
INV000277,0,Normal
INV000278,0,Normal
INV000279,0,Normal
INV000280,0,Normal
INV000281,0,Normal
INV000282,0,Normal
INV000283,0,Normal
INV000284,0,Normal
INV000285,0,Normal
INV000286,0,Normal
INV000287,0,Normal
INV000289,0,Normal
INV000291,0,Normal
INV000292,0,Normal
INV000293,0,Normal
INV000294,0,Normal
INV000295,0,Normal
INV000296,0,Normal
INV000297,0,Normal
INV000298,0,Normal
INV000299,0,Normal
INV000300,0,Normal
INV000301,0,Normal
INV000302,0,Normal
INV000303,0,Normal
INV000304,0,Normal
INV000305,0,Normal
INV000306,0,Normal
INV000307,0,Normal
INV000308,0,Normal
INV000309,0,Normal
INV000310,0,Normal
INV000311,0,Normal
INV000312,0,Normal
INV000313,0,Normal
INV000314,0,Normal
INV000315,0,Normal
INV000316,0,Normal
INV000317,0,Normal
INV000319,0,Normal
INV000320,0,Normal
INV000321,0,Normal
INV000322,0,Normal
INV000323,0,Normal
INV000324,0,Normal
INV000325,0,Normal
INV000326,0,Normal
INV000328,0,Normal
INV000329,0,Normal
INV000330,0,Normal
INV000331,0,Normal
INV000332,0,Normal
INV000333,0,Normal
INV000334,0,Normal
INV000335,0,Normal
INV000336,0,Normal
INV000337,0,Normal
INV000338,0,Normal
INV000339,0,Normal
INV000340,0,Normal
INV000341,0,Normal
INV000343,0,Normal
INV000344,0,Normal
INV000345,0,Normal
INV000346,0,Normal
INV000347,0,Normal
INV000348,0,Normal
INV000349,0,Normal
INV000350,0,Normal
INV000351,0,Normal
INV000352,0,Normal
INV000353,0,Normal
INV000354,0,Normal
INV000355,0,Normal
INV000356,0,Normal
INV000357,0,Normal
INV000358,0,Normal
INV000359,0,Normal
INV000360,0,Normal
INV000361,0,Normal
INV000362,0,Normal
INV000363,0,Normal
INV000364,0,Normal
INV000365,0,Normal
INV000366,0,Normal
INV000367,0,Normal
INV000368,0,Normal
INV000369,0,Normal
INV000370,0,Normal
INV000371,0,Normal
INV000372,0,Normal
INV000373,0,Normal
INV000375,0,Normal
INV000376,0,Normal
INV000377,0,Normal
INV000378,0,Normal
INV000379,0,Normal
INV000380,0,Normal
INV000381,0,Normal
INV000382,0,Normal
INV000383,0,Normal
INV000384,0,Normal
INV000385,0,Normal
INV000386,0,Normal
INV000388,0,Normal
INV000389,0,Normal
INV000390,0,Normal
INV000391,0,Normal
INV000392,0,Normal
INV000393,0,Normal
INV000394,0,Normal
INV000395,0,Normal
INV000396,0,Normal
INV000397,0,Normal
INV000398,0,Normal
INV000399,0,Normal
INV000400,0,Normal
INV000401,0,Normal
INV000402,0,Normal
INV000403,0,Normal
INV000404,0,Normal
INV000405,0,Normal
INV000406,0,Normal
INV000407,0,Normal
INV000408,0,Normal
INV000409,0,Normal
INV000410,0,Normal
INV000411,0,Normal
INV000412,0,Normal
INV000413,0,Normal
INV000414,0,Normal
INV000415,0,Normal
INV000416,0,Normal
INV000417,0,Normal
INV000418,0,Normal
INV000419,0,Normal
INV000420,0,Normal
INV000421,0,Normal
INV000422,0,Normal
INV000423,0,Normal
INV000424,0,Normal
INV000425,0,Normal
INV000426,0,Normal
INV000427,0,Normal
INV000428,0,Normal
INV000429,0,Normal
INV000430,0,Normal
INV000431,0,Normal
INV000432,0,Normal
INV000433,0,Normal
INV000434,0,Normal
INV000435,0,Normal
INV000436,0,Normal
INV000437,0,Normal
INV000438,0,Normal
INV000439,0,Normal
INV000440,0,Normal
INV000441,0,Normal
INV000442,0,Normal
INV000443,0,Normal
INV000444,0,Normal
INV000446,0,Normal
INV000447,0,Normal
INV000449,0,Normal
INV000450,0,Normal
INV000451,0,Normal
INV000452,0,Normal
INV000453,0,Normal
INV000454,0,Normal
INV000455,0,Normal
INV000456,0,Normal
INV000457,0,Normal
INV000458,0,Normal
INV000459,0,Normal
INV000460,0,Normal
INV000461,0,Normal
INV000462,0,Normal
INV000463,0,Normal
INV000464,0,Normal
INV000465,0,Normal
INV000466,0,Normal
INV000467,0,Normal
INV000468,0,Normal
INV000469,0,Normal
INV000471,0,Normal
INV000472,0,Normal
INV000473,0,Normal
INV000474,0,Normal
INV000475,0,Normal
INV000476,0,Normal
INV000478,0,Normal
INV000479,0,Normal
INV000480,0,Normal
INV000481,0,Normal
INV000482,0,Normal
INV000483,0,Normal
INV000484,0,Normal
INV000485,0,Normal
INV000486,0,Normal
INV000487,0,Normal
INV000488,0,Normal
INV000489,0,Normal
INV000490,0,Normal
INV000491,0,Normal
INV000492,0,Normal
INV000493,0,Normal
INV000494,0,Normal
INV000495,0,Normal
INV000496,0,Normal
INV000497,0,Normal
INV000499,0,Normal
INV000500,0,Normal
INV000501,0,Normal
INV000502,0,Normal
INV000503,0,Normal
INV000504,0,Normal
INV000505,0,Normal
INV000506,0,Normal
INV000507,0,Normal
INV000508,0,Normal
INV000510,0,Normal
INV000511,0,Normal
INV000512,0,Normal
INV000513,0,Normal
INV000515,0,Normal
INV000516,0,Normal
INV000517,0,Normal
INV000518,0,Normal
INV000519,0,Normal
INV000520,0,Normal
INV000521,0,Normal
INV000522,0,Normal
INV000523,0,Normal
INV000524,0,Normal
INV000525,0,Normal
INV000526,0,Normal
INV000527,0,Normal
INV000528,0,Normal
INV000529,0,Normal
INV000530,0,Normal
INV000531,0,Normal
INV000532,0,Normal
INV000533,0,Normal
INV000534,0,Normal
INV000535,0,Normal
INV000536,0,Normal
INV000537,0,Normal
INV000538,0,Normal
INV000540,0,Normal
INV000541,0,Normal
INV000542,0,Normal
INV000543,0,Normal
INV000544,0,Normal
INV000545,0,Normal
INV000546,0,Normal
INV000547,0,Normal
INV000548,0,Normal
INV000549,0,Normal
INV000550,0,Normal
INV000551,0,Normal
INV000552,0,Normal
INV000553,0,Normal
INV000554,0,Normal
INV000555,0,Normal
INV000556,0,Normal
INV000557,0,Normal
INV000558,0,Normal
INV000559,0,Normal
INV000560,0,Normal
INV000562,0,Normal
INV000563,0,Normal
INV000564,0,Normal
INV000565,0,Normal
INV000566,0,Normal
INV000567,0,Normal
INV000568,0,Normal
INV000569,0,Normal
INV000570,0,Normal
INV000571,0,Normal
INV000572,0,Normal
INV000573,0,Normal
INV000574,0,Normal
INV000575,0,Normal
INV000576,0,Normal
INV000577,0,Normal
INV000578,0,Normal
INV000579,0,Normal
INV000580,0,Normal
INV000581,0,Normal
INV000582,0,Normal
INV000583,0,Normal
INV000584,0,Normal
INV000585,0,Normal
INV000586,0,Normal
INV000587,0,Normal
INV000588,0,Normal
INV000589,0,Normal
INV000590,0,Normal
INV000591,0,Normal
INV000593,0,Normal
INV000594,0,Normal
INV000595,0,Normal
INV000596,0,Normal
INV000597,0,Normal
INV000598,0,Normal
INV000599,0,Normal
INV000600,0,Normal
INV000601,0,Normal
INV000602,0,Normal
INV000603,0,Normal
INV000605,0,Normal
INV000607,0,Normal
INV000608,0,Normal
INV000609,0,Normal
INV000610,0,Normal
INV000611,0,Normal
INV000612,0,Normal
INV000613,0,Normal
INV000614,0,Normal
INV000615,0,Normal
INV000616,0,Normal
INV000617,0,Normal
INV000618,0,Normal
INV000619,0,Normal
INV000620,0,Normal
INV000621,0,Normal
INV000622,0,Normal
INV000623,0,Normal
INV000624,0,Normal
INV000625,0,Normal
INV000626,0,Normal
INV000627,0,Normal
INV000628,0,Normal
INV000629,0,Normal
INV000630,0,Normal
INV000631,0,Normal
INV000633,0,Normal
INV000634,0,Normal
INV000635,0,Normal
INV000636,0,Normal
INV000637,0,Normal
INV000638,0,Normal
INV000640,0,Normal
INV000641,0,Normal
INV000642,0,Normal
INV000643,0,Normal
INV000644,0,Normal
INV000645,0,Normal
INV000646,0,Normal
INV000647,0,Normal
INV000648,0,Normal
INV000649,0,Normal
INV000650,0,Normal
INV000651,0,Normal
INV000652,0,Normal
INV000653,0,Normal
INV000654,0,Normal
INV000655,0,Normal
INV000656,0,Normal
INV000657,0,Normal
INV000658,0,Normal
