invoice_no,invoice_date,supplier_id,supplier_gstin,buyer_id,buyer_gstin,product_category,hsn_code,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,payment_method
INV000120,2025-01-05,S0278,01HRRHP1817D5ZH,B0815,37CPCQC1865Z3Z1,Pharmaceuticals,3004,44,3072.0,0,0.0,135168.0,28,18923.52,18923.52,0.0,0.0,0.0,37847.04,173015.04,UPI
INV000121,2025-01-21,S0026,36SOCYR1035N3ZC,B0024,28MGHUD4336T1ZD,Industrial Equipment,8419,76,53929.75,15,614799.15,3483861.85,12,209031.71,209031.71,0.0,0.0,0.0,418063.42,3901925.27,Cash
INV000122,2025-05-06,S0488,36MOXFV2483S5Z5,B0457,27EZUJG1408M2ZW,Electronics,8504,13,26407.87,0,0.0,343302.31,18,30897.21,30897.21,0.0,0.0,0.0,61794.42,405096.73,Bank Transfer
INV000123,2025-12-22,S0133,02CYUGF5608R5ZT,B0338,37QTODW7665K5ZM,Industrial Equipment,8419,19,77126.81,0,0.0,1465409.39,12,0.0,0.0,175849.13,0.0,0.0,175849.13,1641258.52,Bank Transfer
INV000124,2025-12-07,S0007,05FYWIR3942H9Z8,B0071,15JHUSR7523S4ZX,Food,2106,27,1005.63,0,0.0,27152.01,18,2443.68,2443.68,0.0,0.0,0.0,4887.36,32039.37,Bank Transfer
INV000125,2025-07-12,S0484,15UTFCW6993P6Z6,B0589,09TYOLJ6056U9ZG,Industrial Equipment,8419,77,28786.37,10,221655.05,1994895.44,18,0.0,0.0,359081.18,0.0,0.0,359081.18,2353976.62,UPI
INV000126,2025-01-28,S0049,18IGYHL7563P6ZL,B0060,22LQDFG3308I3Z6,Industrial Equipment,8419,18,30364.67,15,81984.61,464579.45,5,0.0,0.0,23228.97,0.0,0.0,23228.97,487808.42,Cheque
INV000127,2025-02-16,S0353,31OAKTC2168J4ZP,B0520,05AVMOK6392P5ZW,Clothing,6109,18,3332.57,10,5998.63,53987.63,28,7558.27,7558.27,0.0,0.0,0.0,15116.54,69104.17,Cash
INV000128,2025-03-18,S0493,21WVRHR6058A3Z7,B0913,30YWBGK1583B5ZS,Furniture,9403,19,2650.35,0,0.0,50356.65,5,1258.92,1258.92,0.0,0.0,0.0,2517.84,52874.49,UPI
INV000129,2025-08-28,S0117,33OSHAJ5165L2Z7,B0809,37XZLAS9149V3ZB,Food,2106,82,2914.27,5,11948.51,227021.63,18,20431.95,20431.95,0.0,2.0,4540.43,45404.33,272425.96,Credit Card
INV000130,2025-01-09,S0005,18LVEJR7606R4ZK,B0302,01DWNGC0539J7Z4,Electronics,8504,21,31177.87,10,65473.53,589261.74,12,35355.7,35355.7,0.0,0.0,0.0,70711.4,659973.14,Cheque
INV000131,2025-03-01,S0352,29KEASR9701D2ZE,B0429,01GSTZK6131Q6Z7,Electronics,8504,81,9246.12,15,112340.36,636595.36,18,57293.58,57293.58,0.0,0.0,0.0,114587.16,751182.52,Credit Card
INV000132,2025-02-28,S0453,23MXLEA0923Z9ZT,B0033,18HMDWP9264N3ZB,Electronics,8504,60,30279.94,0,0.0,1816796.4,5,45419.91,45419.91,0.0,0.0,0.0,90839.82,1907636.22,Cash
INV000133,2025-02-13,S0066,32YHSKM4411T9ZI,B0576,24YCGDY6456B6Z6,Clothing,6109,67,887.96,0,0.0,59493.32,5,1487.33,1487.33,0.0,0.0,0.0,2974.66,62467.98,UPI
INV000134,2025-04-13,S0463,17IUTBT9174D2ZP,B0131,09MHEVP1171V1ZR,Industrial Equipment,8419,95,99069.49,15,1411740.23,7999861.32,28,1119980.58,1119980.58,0.0,0.0,0.0,2239961.16,10239822.48,Cash
INV000135,2025-12-02,S0464,29PIFRI7307G7ZO,B0271,37AAUOA4190R9ZC,Industrial Equipment,8419,92,40554.82,5,186552.17,3544491.27,28,496228.78,496228.78,0.0,0.0,0.0,992457.56,4536948.83,Bank Transfer
INV000136,2025-06-09,S0196,28KSFTV0181K4Z3,B0743,11CKWJU5412S3ZE,Electronics,8504,40,32927.03,0,0.0,1317081.2,28,184391.37,184391.37,0.0,0.0,0.0,368782.74,1685863.94,Bank Transfer
INV000137,2025-07-16,S0423,30IQTMY1823F6ZU,B0990,25BRQAR3172R1ZC,Electronics,8504,14,31290.94,0,0.0,438073.16,12,26284.39,26284.39,0.0,0.0,0.0,52568.78,490641.94,UPI
INV000138,2025-06-08,S0252,23VKTFB3596P4Z4,B0866,30HCTMK1057U9ZJ,Clothing,6109,34,1327.42,10,4513.23,40619.05,28,5686.67,5686.67,0.0,5.0,2030.95,13404.29,54023.34,UPI
INV000139,2025-03-25,S0482,22QHXZT9677O6ZH,B0326,03HPHZB8303O1ZO,Stationery,4820,13,1503.92,0,0.0,19550.96,28,2737.13,2737.13,0.0,0.0,0.0,5474.26,25025.22,Credit Card
INV000140,2025-01-02,S0261,03LXSHV5610L8Z2,B0402,21DNRAQ6404X2Z2,Stationery,4820,54,1413.11,5,3815.4,72492.54,18,0.0,0.0,13048.66,0.0,0.0,13048.66,85541.2,UPI
INV000141,2025-03-08,S0142,08ZPUSR0497Y4ZD,B0079,08QCYOT9575A2Z8,Industrial Equipment,8419,57,88968.04,5,253558.91,4817619.37,28,674466.71,674466.71,0.0,0.0,0.0,1348933.42,6166552.79,Cheque
INV000142,2025-05-31,S0243,12JTHEA7587S1ZL,B0479,32VZKQW2722Q6Z0,Stationery,4820,11,1331.54,10,1464.69,13182.25,5,329.56,329.56,0.0,0.0,0.0,659.12,13841.37,Cash
INV000143,2025-07-31,S0500,01ZCFNS3549F6ZY,B0956,14LGCIH5887T7ZW,Electronics,8504,66,15513.75,10,102390.75,921516.75,28,0.0,0.0,258024.69,1.0,9215.17,267239.86,1188756.61,UPI
INV000144,2025-06-10,S0443,07XQYLX8320U7Z3,B0279,10WCDXK4624C5Z1,Stationery,4820,27,629.05,0,0.0,16984.35,28,0.0,0.0,4755.62,0.0,0.0,4755.62,21739.97,Cheque
INV000145,2025-03-20,S0486,29TKLES8748T2ZJ,B0114,17ODCLJ5464O7Z0,Clothing,6109,12,1814.14,15,3265.45,18504.23,28,0.0,0.0,5181.18,0.0,0.0,5181.18,23685.41,Bank Transfer
INV000146,2025-03-25,S0183,10TICAI3211O9Z9,B0263,17YFAAN1812K3ZO,Industrial Equipment,8419,23,6633.23,5,7628.21,144936.08,18,0.0,0.0,26088.49,0.0,0.0,26088.49,171024.57,Cash
INV000147,2025-03-05,S0052,36NLTIS2211D9ZL,B0687,13KJNYW1692W9ZH,Pharmaceuticals,3004,79,4981.27,0,0.0,393520.33,5,9838.01,9838.01,0.0,0.0,0.0,19676.02,413196.35,Cash
INV000148,2025-12-09,S0220,01SSEYN7711Y5ZH,B0240,03JHKQR4563C7Z6,Food,2106,9052,1045.22,10,946133.14,8515198.3,18,766367.85,766367.85,0.0,0.0,0.0,1532735.7,10047934.0,UPI
INV000149,2025-02-03,S0271,20KWDZI9891W3ZF,B0530,07TDJJE0689S3Z2,Food,2106,76,2414.04,10,18346.7,165120.34,5,0.0,0.0,8256.02,0.0,0.0,8256.02,173376.36,Cash
INV000150,2025-06-27,S0434,01PWGNK5395W6ZH,B0101,30UWQIY7431D1ZE,Stationery,4820,11656,1986.07,0,0.0,23149631.92,5,578740.8,578740.8,0.0,0.0,0.0,1157481.6,24307113.52,Bank Transfer
INV000151,2025-04-11,S0337,26KFASX5755L5ZO,B0768,25KQSDZ6948Z8ZS,Food,2106,11,2416.33,0,0.0,26579.63,12,0.0,0.0,3189.56,0.0,0.0,3189.56,29769.19,Credit Card
INV000152,2025-01-27,S0160,19KTTZQ4938M7ZF,B0626,02LIPJI3858Y8Z1,Pharmaceuticals,3004,68,4296.45,0,0.0,292158.6,28,40902.2,40902.2,0.0,0.0,0.0,81804.4,373963.0,Cheque
INV000153,2025-07-17,S0028,11ZVWAT3988Z4ZR,B0060,22LQDFG3308I3Z6,Clothing,6109,21,499.91,15,1574.72,8923.39,12,535.4,535.4,0.0,0.0,0.0,1070.8,9994.19,Cheque
INV000154,2025-11-15,S0310,07HRPHY3801H3ZZ,B0935,13XPEHW6872L4ZI,Electronics,8504,11,4928.54,0,0.0,54213.94,5,0.0,0.0,2710.7,0.0,0.0,2710.7,56924.64,Credit Card
INV000155,2025-03-01,S0124,04BQJUR9167B3ZE,B0110,09UEJJP9206G9ZS,Stationery,4820,89,1002.84,0,0.0,89252.76,28,0.0,0.0,24990.77,0.0,0.0,24990.77,114243.53,Cash
INV000156,2025-02-23,S0453,23MXLEA0923Z9ZT,B0646,34KNPYF7709S9ZS,Stationery,4820,50,1770.53,0,0.0,88526.5,18,7967.39,7967.39,0.0,0.0,0.0,15934.78,1672027.64,Cash
INV000157,2025-09-17,S0133,02CYUGF5608R5ZT,B0101,30UWQIY7431D1ZE,Industrial Equipment,8419,83,32065.06,15,399210.0,2262189.98,28,0.0,0.0,633413.19,0.0,0.0,633413.19,2895603.17,Bank Transfer
INV000158,2025-01-05,S0322,35OJJPX0292M6ZW,B0124,11ZDKTK9283W8ZK,Electronics,8504,27,47931.12,0,0.0,1294140.24,12,77648.41,77648.41,0.0,0.0,0.0,155296.82,1449437.06,Cash
INV000159,2025-01-12,S0242,20IZTLQ4375T6ZO,B0945,24CZGCT6325V2ZY,Clothing,6109,72,2736.73,5,9852.23,187192.33,5,4679.81,4679.81,0.0,0.0,0.0,9359.62,196551.95,Cheque
INV000160,2025-01-29,S0367,25JDXML2611L6Z3,B0233,13OQAGZ5570K2ZT,Furniture,9403,15,47329.18,0,0.0,709937.7,28,99391.28,99391.28,0.0,0.0,0.0,198782.56,908720.26,Cash
INV000161,2025-11-12,S0241,04APXUW8939M2ZV,B1000,23OEKVE7704R7ZK,Stationery,4820,20,276.96,0,0.0,5539.2,28,775.49,775.49,0.0,0.0,0.0,1550.98,7090.18,Cash
INV000162,2025-10-02,S0102,32MOPRW6939K3Z2,B0497,08UBBKE1979F1Z5,Food,2106,30,168.94,5,253.41,4814.79,5,0.0,0.0,240.74,0.0,0.0,240.74,5055.53,Bank Transfer
INV000163,2025-10-08,S0008,17TLPJZ1478E3Z1,B0690,06NQBSO7312K1ZC,Pharmaceuticals,3004,92,5535.51,0,0.0,509266.92,28,0.0,0.0,142594.74,0.0,0.0,142594.74,651861.66,Cash
INV000164,2025-03-28,S0334,25ZACDY4020B7ZZ,B0264,06SYGMY3527P7Z6,Pharmaceuticals,3004,38,2022.13,0,0.0,76840.94,12,0.0,0.0,9220.91,1.0,768.41,9989.32,86830.26,Cash
INV000165,2025-07-20,S0300,25KYZIO0267O4ZX,B0039,13DFAGS4990L9Z5,Stationery,4820,50,1212.88,5,3032.2,57611.8,18,0.0,0.0,10370.12,0.0,0.0,10370.12,67981.92,Credit Card
INV000166,2025-01-11,S0200,09FJOQK4741S1ZO,B0821,18NNNPW1249Y9Z2,Furniture,9403,88,34449.32,0,0.0,3031540.16,28,424415.62,424415.62,0.0,0.0,0.0,848831.24,3880371.4,Cheque
INV000167,2025-07-06,S0357,35AXYMA4220L4Z0,B0767,05FIMNQ4762J9Z7,Clothing,6109,12,1744.9,15,3140.82,17797.98,5,0.0,0.0,889.9,0.0,0.0,889.9,18687.88,UPI
INV000168,2025-07-18,S0038,33LXLEW4782Y9Z5,B0005,23MPKMH7124U3ZB,Furniture,9403,2,11661.7,0,0.0,23323.4,5,0.0,0.0,1166.17,5.0,1166.17,2332.34,25655.74,Cheque
INV000169,2025-05-13,S0458,12IDDKS5490D7ZK,B0801,02OENNJ4420D9ZA,Clothing,6109,37,4272.97,15,23714.98,134384.91,5,3359.62,3359.62,0.0,0.0,0.0,6719.24,141104.15,Cheque
INV000170,2025-03-12,S0148,29RTFVH5217H4ZD,B0555,04TFUHU4802E5ZB,Stationery,4820,38,1016.71,0,0.0,38634.98,5,965.87,965.87,0.0,5.0,1931.75,3863.49,42498.47,Credit Card
INV000171,2025-11-04,S0415,37PEDUI8720H6Z2,B0829,22PZUBD1518Y8ZX,Electronics,8504,2,16161.44,0,0.0,32322.88,5,808.07,808.07,0.0,0.0,0.0,1616.14,33939.02,Cash
INV000172,2026-12-31,S0244,21XZFOY1729F2ZV,B0737,04DKNZC2922I2ZZ,Food,2106,98,2432.25,10,23836.05,214524.45,28,30033.42,30033.42,0.0,0.0,0.0,60066.84,274591.29,UPI
INV000173,2025-04-29,S0342,13GGGFV8371C8ZA,B0889,18JYWLN6705U2ZO,Industrial Equipment,8419,43,27103.89,10,116546.73,1048920.54,5,26223.01,26223.01,0.0,0.0,0.0,52446.02,1101366.56,Cash
INV000174,2025-05-22,S0467,37ZWCWM9582X7ZP,B0511,16QGXRS9396I7ZA,Furniture,9403,34,38666.66,0,0.0,1314666.44,28,184053.3,184053.3,0.0,0.0,0.0,368106.6,1682773.04,Credit Card
INV000175,2025-03-04,S0164,33ZGXOP7828V9ZO,B0484,16HUISQ7158U6ZZ,Clothing,6109,71,1817.41,15,19355.42,109680.69,5,2742.02,2742.02,0.0,0.0,0.0,9228.58,115164.73,Credit Card
INV000176,2025-09-10,S0169,14YZDZM2629R6ZS,B0827,18CHNZU8696I9Z1,Electronics,8504,18,12093.41,0,0.0,217681.38,28,30475.39,30475.39,0.0,0.0,0.0,60950.78,278632.16,Bank Transfer
INV000177,2025-03-21,S0193,23ZMHXC8733Z4Z7,B0875,37UOIHV1545S4Z0,Pharmaceuticals,3004,6,7648.03,10,4588.82,41299.36,28,5781.91,5781.91,0.0,0.0,0.0,11563.82,52863.18,Cash
INV000178,2025-03-20,S0152,19LQNXD5283X8ZQ,B0806,12BPNVH8893T9Z5,Food,2106,56,2287.22,0,0.0,128084.32,18,11527.59,11527.59,0.0,0.0,0.0,23055.18,151139.5,UPI
INV000179,2025-01-19,S0184,33KAJCP3323C9ZP,B0067,21XAHNX7425Z8ZW,Furniture,9403,14,2338.51,0,0.0,32739.14,5,0.0,0.0,1636.96,0.0,0.0,1636.96,34376.1,Bank Transfer
INV000180,2025-07-16,S0413,31ELWXM8905S6Z9,B0270,28IIFUM9411K7ZP,Stationery,4820,84,971.76,15,12244.18,69383.66,12,4163.02,4163.02,0.0,0.0,0.0,8326.04,77709.7,UPI
INV000181,2025-08-30,S0238,35VXBZF8738F3ZP,B0326,03HPHZB8303O1ZO,Food,2106,30,1613.73,0,0.0,48411.9,28,6777.67,6777.67,0.0,0.0,0.0,13555.34,61967.24,Bank Transfer
INV000182,2025-09-15,S0434,01PWGNK5395W6ZH,B0333,12DQBCB6850W4ZD,Pharmaceuticals,3004,59,6750.02,5,19912.56,378338.62,5,9458.47,9458.47,0.0,0.0,0.0,18916.94,397255.56,Bank Transfer
INV000183,2025-07-21,S0351,37KXCII6763O6Z7,B0541,05EWTFK8246G7ZQ,Furniture,9403,19,44781.64,0,0.0,850851.16,18,0.0,0.0,153153.21,0.0,0.0,153153.21,1004004.37,Credit Card
INV000184,2025-05-09,S0070,29CXADW9072T7ZF,B0011,07LZKBG2306J2ZV,Furniture,9403,84,44726.03,15,563547.98,3193438.54,12,191606.31,191606.31,0.0,5.0,159671.93,542884.55,3736323.09,UPI
INV000185,2025-06-23,S0107,10IPDJZ6359J9ZY,B0745,16LPHOA1803B4Z8,Industrial Equipment,8419,52,50209.36,15,391633.01,2219253.71,12,133155.22,133155.22,0.0,0.0,0.0,266310.44,2485564.15,Cheque
INV000186,2025-08-09,S0370,10PIQCN0818G2Z5,B0517,30FQKDH0116O1Z2,Stationery,4820,61,1222.62,5,3728.99,70850.83,5,0.0,0.0,3542.54,0.0,0.0,3542.54,74393.37,Cheque
INV000187,2025-07-21,S0303,32UOBSN9571R9ZZ,B0696,33FIRJV7307U8ZD,Clothing,6109,23,476.17,70,7666.34,3285.57,18,0.0,0.0,591.4,0.0,0.0,591.4,3876.97,Bank Transfer
INV000188,2025-01-14,S0352,29KEASR9701D2ZE,B0538,05EQWLW7117G2ZL,Stationery,4820,78,1548.57,5,6039.42,114749.04,12,6884.94,6884.94,0.0,0.0,0.0,13769.88,128518.92,Bank Transfer
INV000189,2025-11-02,S0438,31PORHT0410Z5ZQ,B0461,32FKJVQ0004X3Z0,Furniture,9403,33,39049.07,0,0.0,1288619.31,12,77317.16,77317.16,0.0,0.0,0.0,154634.32,1443253.63,Credit Card
INV000190,2025-08-19,S0030,13KHBUJ5683A2ZQ,B0755,37EYFSI6618Q2Z9,Furniture,9403,65,30173.56,5,98064.07,1863217.33,28,0.0,0.0,521700.85,0.0,0.0,521700.85,2384918.18,UPI
INV000191,2025-08-12,S0436,31QRRRO5695A8Z3,B0079,08QCYOT9575A2Z8,Industrial Equipment,8419,91,86952.23,0,0.0,7912652.93,18,712138.76,712138.76,0.0,0.0,0.0,1424277.52,9336930.45,UPI
INV000192,2025-07-26,S0384,27LJIPA3969O3Z2,B0858,03ATZLT9082K7Z2,Clothing,6109,59,3697.49,0,0.0,218151.91,5,0.0,0.0,10907.6,0.0,0.0,10907.6,229059.51,UPI
INV000193,2025-09-04,S0053,13FMSZN2112F5ZA,B0109,14HGVRY9988C2ZJ,Stationery,4820,10,1675.11,0,0.0,16751.1,28,2345.15,2345.15,0.0,0.0,0.0,4690.3,21441.4,Credit Card
INV000194,2025-02-24,S0217,05AFXYK2774M2Z8,B0169,36KKMJK0729W9ZZ,Electronics,8504,100,15079.14,10,150791.4,1357122.6,18,122141.03,122141.03,0.0,0.0,0.0,244282.06,1601404.66,Cheque
INV000195,2025-07-26,S0296,19RXDSZ1567Y6Z9,B0567,33AAVWF9339T3Z5,Clothing,6109,5,1999.03,0,0.0,9995.15,28,0.0,0.0,2798.64,0.0,0.0,2798.64,12793.79,Cheque
INV000196,2025-04-02,S0096,18LLPKF5316S8Z7,B0031,02YQQXZ1714N5ZJ,Clothing,6109,96,2183.4,10,20960.64,188645.76,5,4716.14,4716.14,0.0,2.0,3772.92,13205.2,201850.96,UPI
INV000197,2025-12-14,S0204,09UVUON5192S5Z6,B0276,21WTXZK4155V8ZR,Furniture,9403,10,3966.95,10,3966.95,35702.55,5,0.0,0.0,1785.13,0.0,0.0,1785.13,37487.68,Cash
INV000198,2025-04-21,S0413,31ELWXM8905S6Z9,B0083,25YXBGP2559I1ZU,Furniture,9403,25,22836.76,0,0.0,570919.0,18,51382.71,51382.71,0.0,2.0,11418.38,114183.8,685102.8,Cheque
INV000199,2025-04-12,S0107,10IPDJZ6359J9ZY,B0190,35TGTYV8566F9ZO,Furniture,9403,59,9993.45,0,0.0,589613.55,28,82545.9,82545.9,0.0,0.0,0.0,165091.8,754705.35,Credit Card
INV000200,2025-03-23,S0289,36OVUZQ8564K6ZD,B0286,22AZWET0340H8ZH,Stationery,4820,57,877.8,0,0.0,50034.6,5,1250.87,1250.87,0.0,1.0,500.35,3002.09,53036.69,Credit Card
INV000201,2025-06-16,S0134,31GUKLR1443E6ZU,B0063,22VDFZT0842F2ZR,Clothing,6109,45,3155.75,10,14200.88,127807.87,18,11502.71,11502.71,0.0,0.0,0.0,23005.42,150813.29,Cheque
INV000202,2025-04-26,S0066,32YHSKM4411T9ZI,B0474,17SRFTP0714F4ZZ,Pharmaceuticals,3004,21,9913.93,5,10409.63,197782.9,12,11866.97,11866.97,0.0,0.0,0.0,23733.94,221516.84,Cheque
INV000203,2025-03-02,S0421,20PILDM6104F8ZW,B0397,28CGRVJ4346W4Z4,Clothing,6109,45,3330.64,0,0.0,149878.8,28,20983.03,20983.03,0.0,0.0,0.0,41966.06,191844.86,Credit Card
INV000204,2025-08-20,S0203,23WCWDV2768T7ZK,B0662,15BITTX0798R5Z9,Food,2106,22,1388.17,0,0.0,30539.74,18,2748.58,2748.58,0.0,0.0,0.0,5497.16,36036.9,Credit Card
INV000205,2025-05-16,S0320,37YRZTM3240L4ZC,B0767,05FIMNQ4762J9Z7,Pharmaceuticals,3004,76,3798.98,5,14436.12,274286.36,5,6857.16,6857.16,0.0,0.0,0.0,13714.32,288000.68,Bank Transfer
INV000206,2025-01-02,S0215,20FPEKQ7723H8ZE,B0767,05FIMNQ4762J9Z7,Furniture,9403,47,37923.33,0,0.0,1782396.51,12,106943.79,106943.79,0.0,0.0,0.0,213887.58,1996284.09,Cash
INV000207,2025-10-17,S0492,27QYBHQ0167T3Z8,B0863,24AULJV5805E1ZF,Stationery,4820,22,1198.14,0,0.0,26359.08,12,0.0,0.0,3163.09,2.0,527.18,3690.27,30049.35,UPI
INV000208,2025-11-14,S0017,13NDEMW0880U9ZA,B0287,03VOZVN1103X6Z2,Food,2106,70,1738.65,0,0.0,121705.5,12,7302.33,7302.33,0.0,0.0,0.0,14604.66,136310.16,UPI
INV000209,2025-05-07,S0106,24XKURB6335M5ZQ,B0178,06ZNJOK9039Q5Z8,Electronics,8504,22,12611.59,0,0.0,277454.98,5,6936.37,6936.37,0.0,0.0,0.0,13872.74,291327.72,Bank Transfer
INV000210,2025-06-26,S0437,33XOIJZ2165J5ZD,B0997,31WLVKP9260F9ZM,Electronics,8504,15,31100.49,15,69976.1,396531.25,12,0.0,0.0,47583.75,0.0,0.0,47583.75,444115.0,Cash
INV000211,2025-04-26,S0438,31PORHT0410Z5ZQ,B0415,37LZAZO4291T2ZG,Industrial Equipment,8419,65,82250.14,10,534625.91,4811633.19,18,433046.99,433046.99,0.0,0.0,0.0,866093.98,5677727.17,UPI
INV000212,2025-05-06,S0099,37LKQHK9194W6ZF,B0897,26LUQAX3993S9Z8,Clothing,6109,38,4279.05,5,8130.19,154473.71,12,9268.42,9268.42,0.0,0.0,0.0,18536.84,173010.55,Cheque
INV000213,2025-01-14,S0178,37ZZXXF9652C5Z8,B0578,33ONOGO9767P2ZU,Pharmaceuticals,3004,95,5429.82,15,77374.93,438457.97,12,26307.48,26307.48,0.0,0.0,0.0,52614.96,491072.93,Bank Transfer
INV000214,2025-05-19,S0047,08UOBNR0604P2Z1,B0166,30IVHFR1278W1ZU,Industrial Equipment,8419,8,47211.45,0,0.0,377691.6,28,52876.82,52876.82,0.0,0.0,0.0,105753.64,483445.24,Cheque
INV000215,2025-11-11,S0069,21TSVKR8940Q6ZG,B0975,30SYRDB3484I9Z3,Electronics,8504,16,7560.83,5,6048.66,114924.62,28,16089.45,16089.45,0.0,0.0,0.0,32178.9,147103.52,Bank Transfer
INV000216,2025-10-29,S0191,35PXCGR1656U7ZV,B0285,31TWRER1349V8Z1,Clothing,6109,9,4550.79,5,2047.86,38909.25,12,2334.55,2334.55,0.0,0.0,0.0,4669.1,43578.35,Cash
INV000217,2025-10-17,S0105,29CXISN1244Q3ZX,B0924,18DJSZG3929I9ZM,Furniture,9403,44,31484.57,0,0.0,1385321.08,12,83119.26,83119.26,0.0,0.0,0.0,166238.52,1551559.6,UPI
INV000218,2025-02-21,S0247,21GCIXE0993T8ZB,B0382,32ETQOC3677F3ZF,Clothing,6109,93,2123.75,5,9875.44,187633.31,18,27019.2,6754.8,0.0,0.0,0.0,33774.0,221407.31,Cheque
INV000219,2025-11-19,S0470,19GZARE4559O3ZZ,B0409,17STCXZ7596R4ZD,Food,2106,50,353.51,0,0.0,17675.5,5,0.0,0.0,883.77,0.0,0.0,883.77,18559.27,Credit Card
INV000220,2025-04-28,S0014,08GBAOP0700B6ZE,B0005,23MPKMH7124U3ZB,Industrial Equipment,8419,76,20042.22,15,228481.31,1294727.41,18,116525.47,116525.47,0.0,0.0,0.0,233050.94,1527778.35,Cash
INV000221,2025-04-08,S0086,10ZOUCW1375A3ZQ,B0723,31EQLKX6125X4Z7,Electronics,8504,9,18014.73,0,0.0,162132.57,18,14591.93,14591.93,0.0,0.0,0.0,29183.86,191316.43,Bank Transfer
INV000222,2025-04-18,S0369,12WQJQI0981V8Z9,B0791,14SOIUP8724E5ZM,Clothing,6109,13,2993.06,0,0.0,38909.78,18,3501.88,3501.88,0.0,0.0,0.0,7003.76,45913.54,Cheque
INV000223,2025-08-15,S0249,19HCKOM0008U8ZM,B0940,07THZIZ8576V3ZL,Industrial Equipment,8419,60,65582.57,0,0.0,3934954.2,28,550893.59,550893.59,0.0,0.0,0.0,1101787.18,5036741.38,Bank Transfer
INV000224,2025-03-09,S0079,19TICZD9879Z9ZX,B0995,28SFRCD9811A5ZE,Electronics,8504,65,27490.18,15,268029.26,1518832.44,18,136694.92,136694.92,0.0,0.0,0.0,273389.84,1792222.28,Cheque
INV000225,2025-02-26,S0303,32UOBSN9571R9ZZ,B0185,18PXEYK3795T7Z4,Pharmaceuticals,3004,1,3094.86,10,309.49,2785.37,28,389.95,389.95,0.0,0.0,0.0,779.9,3565.27,Credit Card
INV000226,2025-10-22,S0102,32MOPRW6939K3Z2,B0985,30AEWPJ5368G8Z5,Clothing,6109,31,3836.26,10,11892.41,107031.65,28,14984.43,14984.43,0.0,0.0,0.0,29968.86,137000.51,Cheque
INV000227,2025-01-30,S0085,09UFVOP8277T1ZR,B0349,32VAFYO7582D2Z2,Furniture,9403,92,27602.18,0,0.0,2539400.56,28,355516.08,355516.08,0.0,0.0,0.0,711032.16,3250432.72,Bank Transfer
INV000228,2025-11-22,S0258,31XXAVH2460H3ZT,B0805,35TOVOS7653V2ZU,Stationery,4820,46,1475.78,10,6788.59,61097.29,12,0.0,0.0,7331.67,0.0,0.0,7331.67,68428.96,Bank Transfer
INV000229,2025-12-25,S0224,37JNXEU9904J5ZU,B0728,33HXWVE7065T7ZY,Stationery,4820,62,287.25,0,0.0,17809.5,5,0.0,0.0,890.48,0.0,0.0,890.48,18699.98,Credit Card
INV000230,2025-03-06,S0338,13LKAEN5531Q5Z8,B0599,22CMINQ2222Q4ZU,Stationery,4820,22,737.58,0,0.0,16226.76,18,0.0,0.0,2920.82,0.0,0.0,2920.82,19147.58,Cheque
INV000231,2025-07-20,S0087,04DKCBL3542T1Z7,B0569,20LSYCJ6973I7ZB,Clothing,6109,23,1081.12,0,0.0,24865.76,5,0.0,0.0,1864.93,0.0,0.0,1864.93,26730.69,Bank Transfer
INV000232,2025-12-06,S0479,04DHYQE5117V3ZK,B0651,28CQYAD7266N3Z1,Furniture,9403,22,38089.71,0,0.0,837973.62,28,117316.31,117316.31,0.0,0.0,0.0,234632.62,1072606.24,Cheque
INV000233,2025-05-09,S0451,15AYVMO9364U2ZX,B0185,18PXEYK3795T7Z4,Pharmaceuticals,3004,2,997.33,0,0.0,1994.66,12,119.68,119.68,0.0,0.0,0.0,239.36,2234.02,Bank Transfer
INV000234,2025-10-19,S0294,07KPWNK9972K5Z2,B0180,13DWFDO5274R5ZQ,Industrial Equipment,8419,2,79865.8,10,15973.16,143758.44,28,20126.18,20126.18,0.0,0.0,0.0,40252.36,184010.8,Credit Card
INV000235,2025-01-21,S0069,21TSVKR8940Q6ZG,B0420,37QRYAP7351F8ZX,Furniture,9403,1,13851.53,0,0.0,13851.53,5,554.06,138.52,0.0,0.0,0.0,692.58,14544.11,UPI
INV000236,2025-04-05,S0035,19NQIVT6210H8ZE,B0489,21ZLBOR2489H4Z2,Stationery,4820,37,1301.09,0,0.0,48140.33,12,2888.42,2888.42,0.0,0.0,0.0,5776.84,53917.17,Cash
INV000237,2025-10-22,S0113,07SNDCE4580H8ZW,B0252,06UCQQK4790O9ZC,Food,2106,98,642.34,10,6294.93,56654.39,12,3399.26,3399.26,0.0,0.0,0.0,6798.52,63452.91,Credit Card
INV000238,2025-02-17,S0045,16DROFS7167D3ZT,B0973,18QFCXX7524H1ZN,Industrial Equipment,8419,29,41320.54,0,0.0,1198295.66,5,29957.39,29957.39,0.0,0.0,0.0,59914.78,1258210.44,Cheque
INV000239,2025-03-15,S0237,15AVHVM3521H4ZR,B0498,08ICKSR8348F2ZT,Pharmaceuticals,3004,5,3271.67,0,0.0,16358.35,28,2290.17,2290.17,0.0,0.0,0.0,4580.34,20938.69,Credit Card
